title,year,rating
Bill Cunningham New York,2011,4.25
Billu,2009,5.0
Billy Bathgate,1991,2.5
Billy Elliot,2000,2.9444444444444446
Billy Madison,1995,3.1875
Billy's Hollywood Screen Kiss,1997,3.0
Bio-Dome,1996,2.75
"Birdcage, The",1996,3.0
Birdemic: Shock and Terror,2010,4.0
Birdman: Or (The Unexpected Virtue of Ignorance),2014,2.888888888888889
Birth,2004,3.0
Birthday Girl,2001,3.5
Bitter Moon,1992,3.7
Bitter Sugar (Azúcar amarga),1996,0.5
"Bittersweet Life, A (Dalkomhan insaeng)",2005,3.7
Biutiful,2010,3.25
Black,2005,3.5
"Black Balloon, The",2008,3.0
Black Beauty,1994,3.25
Black Book (Zwartboek),2006,3.75
"Black Cat, White Cat (Crna macka, beli macor)",1998,3.25
"Black Dahlia, The",2006,2.4
Black Death,2010,4.0
Black Dog,1998,2.0
Black Dynamite,2009,3.75
Black Hawk Down,2001,2.888888888888889
Black Knight,2001,2.5625
Black Mask (Hak hap),1996,3.5
Black Robe,1991,3.875
Black Sea,2015,3.0
Black Sheep,1996,2.888888888888889
Black Sheep,2006,3.6
Black Snake Moan,2006,3.0
Black Swan,2010,2.75
Black Tar Heroin: The Dark End of the Street,2000,3.5
Black and White,1999,2.7
Blackadder Back & Forth,1999,4.0
Blackfish,2013,3.75
Blackhat,2015,2.0
Blackthorn,2011,3.0
Blade,1998,3.0
Blade II,2002,2.75
Blade: Trinity,2004,2.75
Blades of Glory,2007,2.9444444444444446
"Blair Witch Project, The",1999,2.75
Blank Check,1994,2.5625
Blankman,1994,2.5
Blast from the Past,1999,3.5
Bleach: Fade to Black (Bur&#299;chi Fade to Black Kimi no Na o Yobu),2008,4.0
Bleak House,2005,4.0
Blended,2014,3.0833333333333335
Bless the Child,2000,2.9166666666666665
Blind,2014,0.5
Blind Horizon,2003,2.5
Blind Shaft (Mang jing),2003,3.5
"Blind Side, The",2009,2.888888888888889
Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin),2002,3.8333333333333335
"Blind Swordsman: Zatoichi, The (Zatôichi)",2003,3.6666666666666665
Blindness,2008,2.4
"Bling Ring, The",2013,3.25
Blink,1994,3.0
Block Party (a.k.a. Dave Chappelle's Block Party),2005,2.0
Blood Creek (a.k.a. Town Creek),2009,1.5
Blood Diamond,2006,3.1875
"Blood In, Blood Out",1993,3.5
Blood Work,2002,3.5
Blood and Chocolate,2007,4.5
Blood and Wine (Blood & Wine),1996,2.6666666666666665
Blood: The Last Vampire,2000,3.75
Blood: The Last Vampire,2009,3.5
BloodRayne,2005,1.625
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),1996,2.3
Bloody Angels (1732 Høtten: Marerittet har et postnummer),1998,2.5
Bloody Sunday,2002,4.25
Blow,2001,2.75
Blow Dry (a.k.a. Never Better),2001,3.25
Blown Away,1993,3.5
Blown Away,1994,3.0833333333333335
Blue,1993,3.0
Blue Caprice,2013,1.5
Blue Car,2002,3.5
Blue Chips,1994,2.0
Blue Collar Comedy Tour: The Movie,2003,3.0
Blue Crush,2002,3.5
Blue Is the Warmest Color (La vie d'Adèle),2013,3.5833333333333335
Blue Jasmine,2013,3.1875
Blue Ruin,2013,4.0
Blue Sky,1994,3.5
Blue Streak,1999,2.6875
"Blue Umbrella, The",2013,3.75
Blue Valentine,2010,3.75
Blue in the Face,1995,4.0
Bluebeard (Barbe Bleue),2009,3.5
Blues Brothers 2000,1998,3.0
Blues Harp,1998,3.0
Bo Burnham: what.,2013,4.0
Boat Trip,2003,2.875
Bob Roberts,1992,2.9375
Bobby,2006,2.75
Bobby Fischer Against the World,2011,3.5
"Bobby Jones, Stroke of Genius",2004,4.5
Body Parts,1991,2.1
Body Shots,1999,2.0
Body Snatchers,1993,2.9166666666666665
Body of Evidence,1993,1.0
Body of Lies,2008,3.2857142857142856
Body of War,2007,3.5
"Body, The",2001,3.0
"Bodyguard, The",1992,2.75
Bogus,1996,2.6666666666666665
Boiler Room,2000,2.888888888888889
Boiling Point,1993,2.5
Bollywood/Hollywood,2002,3.0
Bolt,2008,2.9444444444444446
"Bon Cop, Bad Cop",2006,1.75
Bon Voyage,2003,3.75
"Bone Collector, The",1999,2.75
Bones,2001,2.125
Boogeyman,2005,2.0
Boogie Man: The Lee Atwater Story,2008,4.0
Boogie Nights,1997,2.888888888888889
"Book Thief, The",2013,3.6666666666666665
"Book of Eli, The",2010,3.5
Book of Shadows: Blair Witch 2,2000,2.5
Boomerang,1992,3.0833333333333335
"Boondock Saints II: All Saints Day, The",2009,3.0
"Boondock Saints, The",2000,3.0
Boot Camp,2007,2.5
Booty Call,1997,2.375
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,2.75
Borgman,2013,3.0
Born Rich,2003,3.5
Born Yesterday,1993,2.0
Born into Brothels,2004,3.5
Born to Be Wild,2011,4.0
"Borrowers, The",1997,2.5
"Boss of It All, The (Direktøren for det hele)",2006,3.75
"Bothersome Man, The (Brysomme mannen, Den)",2006,3.0
Bottle Rocket,1996,3.1875
Bottle Shock,2008,3.5
Bounce,2000,3.0
Bounce: Behind the Velvet Rope,2000,3.5
Bound,1996,3.6666666666666665
Boundin',2003,4.166666666666667
"Bounty Hunter, The",2010,2.6666666666666665
Bounty Killer,2013,2.0
"Bourne Identity, The",2002,3.25
"Bourne Legacy, The",2012,3.125
"Bourne Supremacy, The",2004,2.888888888888889
"Bourne Ultimatum, The",2007,2.75
"Bow, The (Hwal)",2005,3.5
Bowfinger,1999,3.0
Bowling for Columbine,2002,2.75
Box of Moon Light,1996,2.0
"Box, The",2007,3.0
"Box, The",2009,2.642857142857143
"Boxer, The",1997,2.5
Boxing Helena,1993,2.6666666666666665
"Boxtrolls, The",2014,3.5
Boy,2010,3.5
Boy A,2007,4.25
Boy Meets Girl,2015,4.0
Boy Wonder,2010,3.5
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)",2008,3.125
Boyhood,2014,3.2857142857142856
Boys,1996,2.125
Boys,2014,5.0
"Boys Are Back, The",2009,2.3333333333333335
Boys Don't Cry,1999,2.75
Boys Life,1995,3.0
Boys and Girls,2000,3.1
"Boys of St. Vincent, The",1992,3.5
Boys on the Side,1995,3.5
"Boys, Les",1997,3.0
"Boys, The",1998,3.0
Boyz N the Hood,1991,3.1875
"Brady Bunch Movie, The",1995,2.5555555555555554
Brain Donors,1992,3.0
Brainscan,1994,3.75
Branded,2012,4.0
"Brandon Teena Story, The",1998,4.0
"Brass Teapot, The",2012,4.0
Brassed Off,1996,3.0833333333333335
Bratz: The Movie,2007,0.75
Brave,2012,3.5
"Brave One, The",2007,3.0
Braveheart,1995,2.75
Breach,2007,3.5
Bread and Roses,2000,3.0
Bread and Tulips (Pane e tulipani),2000,3.4
"Break-Up, The",2006,2.357142857142857
Breakdown,1997,3.3
Breakfast of Champions,1999,2.5
Breakfast on Pluto,2005,3.75
Breakin' All the Rules,2004,3.5
Breaking News (Daai si gin),2004,3.5
Breaking Up,1997,2.5
Breaking and Entering,2006,3.5
Breaking the Waves,1996,3.6666666666666665
Breast Men,1997,1.5
Breath (Soom),2007,3.75
Breathing Room,1996,4.0
Brest Fortress (Brestskaya krepost),2010,4.5
Brick,2005,4.0
Brick Mansions,2014,2.75
Bride & Prejudice,2004,2.3333333333333335
Bride Wars,2009,3.0
Bride of Chucky (Child's Play 4),1998,2.0
Bridegroom,2013,4.5
Brideshead Revisited,2008,3.25
"Bridesmaid, The (Demoiselle d'honneur, La)",2004,3.0
Bridesmaids,2011,2.888888888888889
Bridge to Terabithia,2007,2.9285714285714284
"Bridge, The",2006,2.3333333333333335
"Bridges of Madison County, The",1995,2.888888888888889
Bridget Jones's Diary,2001,2.75
Bridget Jones: The Edge of Reason,2004,2.75
"Brief History of Time, A",1991,3.5
Brief Interviews with Hideous Men,2009,4.0
Bright Future (Akarui mirai),2003,3.0
Bright Star,2009,3.8333333333333335
Bright Young Things,2003,4.0
Brighton Rock,2010,3.0
Bring It On,2000,2.8125
Bring It On Again,2004,2.75
Bringing Down the House,2003,2.5555555555555554
Bringing Out the Dead,1999,2.9375
Brokeback Mountain,2005,3.125
Brokedown Palace,1999,3.25
Broken,2012,3.0
Broken Arrow,1996,2.75
Broken City,2013,3.0
Broken Embraces (Los abrazos rotos),2009,3.8333333333333335
Broken English,1996,4.0
Broken Flowers,2005,3.25
"Broken Hearts Club, The",2000,3.3
Bronson,2009,2.857142857142857
"Bronx Tale, A",1993,3.5
Brooklyn,2015,3.4166666666666665
Brooklyn Castle,2012,0.5
Brooklyn's Finest,2010,3.0
Brother,2000,3.5
Brother (Brat),1997,3.8333333333333335
Brother 2 (Brat 2),2000,3.8333333333333335
Brother Bear,2003,2.888888888888889
Brother Bear 2,2006,3.5
Brother Minister: The Assassination of Malcolm X,1994,3.6666666666666665
Brother of Sleep (Schlafes Bruder),1995,4.0
Brother's Keeper,1992,3.5
"Brotherhood of the Wolf (Pacte des loups, Le)",2001,3.0
Brothers,2009,3.75
Brothers (Brødre),2004,4.25
"Brothers Bloom, The",2008,3.75
"Brothers Grimm, The",2005,2.75
"Brothers McMullen, The",1995,3.0
Brothers of the Head,2005,2.0
"Brothers, The",2001,3.5
"Brown Bunny, The",2003,1.7
Brown Sugar,2002,3.5
"Browning Version, The",1994,3.375
Bruce Almighty,2003,2.75
Brüno (Bruno),2009,2.4285714285714284
Bubba Ho-tep,2002,3.25
Bubble Boy,2001,2.6666666666666665
Buck,2011,3.5
"Bucket List, The",2007,3.1875
Bucky Larson: Born to Be a Star,2011,0.5
Buddy,1997,2.25
Budrus,2009,3.5
Buena Vista Social Club,1999,3.1875
Buffalo '66 (a.k.a. Buffalo 66),1998,3.2857142857142856
Buffalo Soldiers,2001,2.375
Buffy the Vampire Slayer,1992,2.5555555555555554
Bug,2007,2.25
"Bug's Life, A",1998,2.75
Bugsy,1991,3.6666666666666665
Bullet to the Head,2012,1.5
Bulletproof,1996,2.9166666666666665
Bulletproof Monk,2003,3.0714285714285716
Bullets Over Broadway,1994,3.1875
Bullhead (Rundskop),2011,4.25
Bully,2001,3.75
Bulworth,1998,2.5833333333333335
Bummer (Bumer),2003,3.5
Bunraku,2010,4.0
Buried,2010,3.375
Burke and Hare,2010,2.6666666666666665
Burlesque,2010,3.25
Burn After Reading,2008,2.888888888888889
Burning Palms,2010,3.5
"Burning Plain, The",2008,3.3333333333333335
Burnt Money (Plata Quemada),2000,4.25
Burnt by the Sun (Utomlyonnye solntsem),1994,4.0
Bus 174 (Ônibus 174),2002,3.75
Bush's Brain,2004,3.5
Bushwhacked,1995,4.0
"Business of Strangers, The",2001,3.5
"Business, The",2005,0.5
But I'm a Cheerleader,1999,2.857142857142857
"Butcher Boy, The",1997,3.0
"Butcher's Wife, The",1991,2.9
Butter,2011,2.6666666666666665
Butterfly (La lengua de las mariposas),1999,3.8333333333333335
Butterfly on a Wheel (Shattered),2007,3.0
"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film",2006,3.5
By the Sword,1991,2.0
Byzantium,2012,3.1666666666666665
"Bûche, La",1999,4.0
C.O.G.,2013,2.0
C.R.A.Z.Y.,2005,4.0
C.S.A.: The Confederate States of America,2004,1.5
CB4 - The Movie,1993,3.0
CJ7 (Cheung Gong 7 hou),2008,2.6666666666666665
CQ,2001,3.0
Cabaret Balkan (Bure Baruta),1998,3.5
Cabin Boy,1994,2.9
Cabin Fever,2002,2.142857142857143
"Cabin in the Woods, The",2012,2.75
"Cable Guy, The",1996,2.75
Cadillac Records,2008,3.0
Café de Flore,2011,5.0
Cairo Time,2009,3.0
Cake,2005,3.5
"Cake Eaters, The",2007,4.0
Calendar Girl,1993,3.5
Calendar Girls,2003,3.2142857142857144
California Dreamin' (Nesfarsit),2007,4.75
Call Me Crazy: A Five Film,2013,3.5
"Call of Cthulhu, The",2005,2.6666666666666665
"Call, The",2013,3.5833333333333335
Calvary,2014,3.5
Cameraman: The Life and Work of Jack Cardiff,2010,3.5
Camp,2013,5.0
Camp Nowhere,1994,3.0
Camp Rock,2008,4.0
Camp Rock 2: The Final Jam,2010,2.75
"Campaign, The",2012,2.6666666666666665
Can't Hardly Wait,1998,3.1875
Canadian Bacon,1995,2.8125
Candy,2006,3.5
Candyman,1992,2.75
Candyman: Farewell to the Flesh,1995,2.5
Cannibal! The Musical (a.k.a. Alferd Packer: The Musical),1996,2.0
"Cantante, El",2007,1.0
Canvas,2006,3.5
"Canyon, The",2009,3.0
Cape Fear,1991,2.888888888888889
Capitalism: A Love Story,2009,4.0
Capote,2005,3.357142857142857
Captain America: The First Avenger,2011,2.75
Captain America: The Winter Soldier,2014,3.1875
Captain Corelli's Mandolin,2001,2.357142857142857
Captain Phillips,2013,3.2857142857142856
Captain Ron,1992,2.5
Captives,1994,4.0
Captivity,2007,2.0
Capturing the Friedmans,2003,4.0
"Car 54, Where Are You?",1994,2.0
Caramel (Sukkar banat),2007,3.5
Carandiru,2003,3.0
Cardcaptor Sakura: The Sealed Card,2000,0.5
Career Girls,1997,2.0
Career Opportunities,1991,2.5
Careful,1992,1.8333333333333333
Cargo,2009,3.1666666666666665
Cargo 200 (Gruz 200),2007,2.0
Carlito's Way,1993,2.888888888888889
Carlos,2010,2.5
Carnage,2011,3.0
Carnosaur,1993,1.5
Carnosaur 3: Primal Species,1996,3.5
Carpool,1996,2.0
Carrie,2013,2.1
Carrie,2002,3.5
Carried Away,1996,1.0
Carriers,2009,3.5
Carrington,1995,2.875
Cars,2006,2.75
Cars 2,2011,3.0714285714285716
Casa de los babys,2003,3.5
Casanova,2005,3.1
Case 39,2009,2.625
Cashback,2006,3.0
Casino,1995,3.0
Casino Jack,2010,2.5
Casino Royale,2006,2.75
Casper,1995,2.75
Casper's Haunted Christmas,2000,0.5
Cassandra's Dream,2007,3.1666666666666665
Casshern,2004,3.5
Cast Away,2000,2.75
Castle Freak,1995,2.5
"Castle, The",1997,3.9
"Cat Returns, The (Neko no ongaeshi)",2002,3.5833333333333335
Cat Soup (Nekojiru-so),2001,2.5
"Cat in Paris, A (Une vie de chat)",2010,3.0
"Cat in the Hat, The",2003,1.75
"Cat's Meow, The",2002,3.0
Catch Me If You Can,2002,2.75
Catch That Kid,2004,1.25
Catch a Fire,2006,3.0
Catch and Release,2006,3.25
Catfish,2010,3.5
Catfish in Black Bean Sauce,2000,3.0
"Cathedral, The (Katedra)",2002,3.5
Cats & Dogs,2001,2.375
Cats & Dogs: The Revenge of Kitty Galore,2010,2.0
Cats Don't Dance,1997,2.125
Catwoman,2004,1.75
Caught,1996,5.0
Cave of Forgotten Dreams,2010,3.5
"Cave, The",2005,3.1666666666666665
"Caveman's Valentine, The",2001,1.5
Caótica Ana,2007,3.5
Cecil B. DeMented,2000,2.8333333333333335
Cedar Rapids,2011,2.6
"Celebration, The (Festen)",1998,3.2857142857142856
Celebrity,1998,3.0714285714285716
Celeste and Jesse Forever (Celeste & Jesse Forever),2012,3.5
"Cell, The",2000,2.75
Cellular,2004,3.0
"Celluloid Closet, The",1995,3.7
Celtic Pride,1996,2.4
"Cement Garden, The",1993,3.0
"Cemetery Club, The",1993,3.0
Cemetery Junction,2010,3.5
Cemetery Man (Dellamorte Dellamore),1994,3.6666666666666665
Center Stage,2000,3.357142857142857
"Center Stage (Ruan Lingyu) (Actress, The) (New China Woman, The)",1991,3.0
"Center of the World, The",2001,4.0
"Central Park Five, The",2012,3.5
Central Station (Central do Brasil),1998,3.3333333333333335
Centurion,2010,2.0
"Century of the Self, The",2002,4.5
Certified Copy (Copie conforme),2010,4.0
Chain Reaction,1996,3.142857142857143
Chain of Fools,2000,4.0
Chairman of the Board,1998,1.5
Chak De India!,2007,3.5
Chalet Girl,2011,2.5
"Chamber, The",1996,3.7
"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La)",1998,3.5
"Chameleon, The (2010) ",2010,2.5
"Change-Up, The",2011,3.5
Changeling,2008,3.1666666666666665
Changing Lanes,2002,3.0
Chaos,2005,3.125
Chaos,2001,3.75
Chaos Theory,2007,4.0
Chaplin,1992,3.5
Chappie,2015,3.25
Chapter 27,2007,1.5
Character (Karakter),1997,4.0
Charlie Bartlett,2007,3.0833333333333335
Charlie Brown's Christmas Tales,2002,4.0
Charlie Countryman,2013,1.5
Charlie St. Cloud,2010,2.5
Charlie Wilson's War,2007,2.75
Charlie and the Chocolate Factory,2005,2.75
Charlie's Angels,2000,2.75
Charlie's Angels: Full Throttle,2003,3.0
Charlotte Gray,2001,3.0
Charlotte Sometimes,2002,3.0
Charlotte's Web,2006,2.5
"Chase, The",1994,2.5
"Chaser, The (Chugyeogja)",2008,3.5
Chasing Amy,1997,2.888888888888889
Chasing Liberty,2004,3.0
Chasing Mavericks,2012,3.1666666666666665
Chasing Papi (a.k.a. Papi Chulo),2003,2.5
Che: Part One,2008,3.75
Che: Part Two,2008,2.1666666666666665
Cheap Thrills,2013,3.0
Cheaper by the Dozen,2003,2.9444444444444446
Cheaper by the Dozen 2,2005,3.75
Chef,2014,3.75
"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti)",1997,2.0
Chennai Express,2013,3.0
Chernobyl Diaries,2012,4.0
Cherry Blossoms (Kirschblüten - Hanami),2008,3.5
Chicago,2002,2.75
Chicken Little,2005,2.5555555555555554
Chicken Run,2000,2.75
Chico & Rita,2010,3.0
Child's Play 3,1991,2.375
"Child, The (L'enfant)",2005,4.5
Children (Börn),2006,0.5
Children Underground,2001,4.75
Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha),2011,4.0
"Children of Heaven, The (Bacheha-Ye Aseman)",1997,2.7
"Children of Huang Shi, The",2008,3.5
Children of Men,2006,3.1875
Children of the Corn II: The Final Sacrifice,1993,0.5
Children of the Corn III,1994,1.5
Children of the Corn IV: The Gathering,1996,2.0
Children of the Corn: Genesis,2011,0.75
Children of the Night,1991,3.0
Children of the Revolution,1996,3.5
China Moon,1994,3.0
Chinese Box,1997,2.0
Chinese Coffee,2000,5.0
Chinese Puzzle (Casse-tête chinois),2013,3.75
Chinese Take-Out (Chinese Take-Away) (Un cuento chino),2011,3.5
Chinese Zodiac (Armour of God III) (CZ12),2012,2.5
Chloe,2009,3.0
Chocolat,2000,2.888888888888889
Chocolate,2008,3.0
Choke,2008,3.25
Chop Shop,2007,2.5
Chopper,2000,3.75
Chopper Chicks in Zombietown,1989,1.0
"Chorus, The (Choristes, Les)",2004,3.3333333333333335
Chris Rock: Bring the Pain,1996,4.0
"Christmas Carol, A",2009,3.2
"Christmas Carol, A",1999,4.0
Christmas in Connecticut,1992,1.5
Christmas on Mars,2008,3.0
Christmas with the Kranks,2004,2.0
Chronicle,2012,3.1875
Chronicle of My Mother (Waga haha no ki),2011,3.5
Chronicles (Crónicas),2004,3.0
"Chronicles of Narnia: Prince Caspian, The",2008,2.8125
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,2.75
"Chronicles of Narnia: The Voyage of the Dawn Treader, The",2010,3.0
"Chronicles of Riddick, The",2004,3.125
Chuck & Buck,2000,2.0
Chungking Express (Chung Hing sam lam),1994,3.6666666666666665
Chunhyang,2000,2.0
"Ciao, Professore! (Io speriamo che me la cavo)",1992,4.0
"Cider House Rules, The",1999,3.1875
Cinderella,2015,4.0
Cinderella,1997,3.6666666666666665
Cinderella Man,2005,3.125
"Cinderella Story, A",2004,3.0
Circle of Friends,1995,3.25
Circus,2000,1.0
Cirque du Freak: The Vampire's Assistant,2009,3.5
Cirque du Soleil: Worlds Away,2012,3.5
Citadel,2012,3.0
Citizen Ruth,1996,3.1
Citizen Toxie: The Toxic Avenger IV,2000,3.5
Citizen X,1995,4.0
Citizenfour,2014,3.75
City Hall,1996,3.1
City Island,2009,3.5
City Slickers,1991,3.0
City Slickers II: The Legend of Curly's Gold,1994,2.5555555555555554
City by the Sea,2002,3.0
City of Angels,1998,3.0
City of Ember,2008,3.5
City of Ghosts,2002,3.0
City of God (Cidade de Deus),2002,2.888888888888889
City of Industry,1997,2.8333333333333335
"City of Lost Children, The (Cité des enfants perdus, La)",1995,3.0
City of Men (Cidade dos Homens),2007,4.25
"City, The (Ciudad, La)",1998,5.0
"Civil Action, A",1998,3.3333333333333335
Clash of the Titans,2010,3.0
Class Action,1991,3.6666666666666665
"Class, The (Entre les murs)",2008,4.166666666666667
"Class, The (Klass)",2007,4.0
Clay Pigeons,1998,3.0
Clean,2004,2.5
Clean Slate,1994,3.0833333333333335
"Clean, Shaven",1993,4.0
Cleaner,2007,3.0
Clear History,2013,3.0
Clear and Present Danger,1994,3.0
"Clearing, The",2004,3.0
Clerks,1994,2.75
Clerks II,2006,2.888888888888889
Click,2006,2.75
Client 9: The Rise and Fall of Eliot Spitzer,2010,3.5
"Client, The",1994,3.5
Cliffhanger,1993,2.75
Clifford,1994,2.8333333333333335
Climates (Iklimler),2006,3.0
Clockers,1995,3.6666666666666665
Clockstoppers,2002,3.0
Clockwatchers,1997,3.5
Clone (Womb),2010,5.0
Close My Eyes,1991,2.0
Closed Circuit,2013,4.0
Closer,2004,3.0
Closet Land,1991,3.0
"Closet, The (Placard, Le)",2001,3.0833333333333335
Cloud Atlas,2012,2.9444444444444446
Clouds of Sils Maria,2014,3.5
Cloudy with a Chance of Meatballs,2009,2.888888888888889
Cloudy with a Chance of Meatballs 2,2013,3.375
Cloverfield,2008,2.75
Clown,2014,3.0
Club Dread,2004,2.0
Clueless,1995,2.75
Coach Carter,2005,3.5
Cobb,1994,3.0
Cocaine Cowboys,2006,3.8
Cockneys vs Zombies,2012,3.0
Coco Before Chanel (Coco avant Chanel),2009,3.8333333333333335
Code 46,2003,3.0
Code Name: The Cleaner,2007,3.0
Code Unknown (Code inconnu: Récit incomplet de divers voyages),2000,3.0
"Code, The",2011,3.5
Coffee Town,2013,2.5
Coffee and Cigarettes,2003,3.125
Coherence,2013,4.0
Cold Comfort Farm,1995,3.2142857142857144
Cold Creek Manor,2003,1.75
Cold Fever (Á köldum klaka),1995,3.0
Cold Fish (Tsumetai nettaigyo),2010,3.0
"Cold Light of Day, The",2012,2.0
Cold Mountain,2003,3.25
Cold Prey (Fritt Vilt),2006,4.0
Cold Prey III (Fritt Vilt III),2010,1.5
Cold Souls,2009,2.75
Cold in July,2014,3.5
Coldblooded,1995,4.0
Collateral,2004,3.5
Collateral Damage,2002,2.5
"Collection, The",2012,3.5
"Collector, The",2009,2.1666666666666665
College,2008,2.0
College Road Trip,2008,1.5
Colombiana,2011,3.25
"Colonel Chabert, Le",1994,3.0
"Colony, The",2013,2.1666666666666665
Color of Night,1994,2.6666666666666665
"Color of Paradise, The (Rang-e khoda)",1999,4.0
Colour Me Kubrick: A True...ish Story,2005,3.0
Combien Tu M'aimes? (How Much Do You Love Me?),2005,3.0
Come Out and Play,2012,3.5
"Come Sweet Death (Komm, süsser Tod)",2000,4.5
Come Undone (Presque Rien),2000,3.0
Comedian,2002,4.0
"Comedians of Comedy, The",2005,4.25
"Comedy, The",2012,4.0
Comet in Moominland,1992,5.0
Commandments,1997,2.75
"Commitments, The",1991,2.6666666666666665
Committed,2000,2.5
"Common Thread, A (a.k.a. Sequins) (Brodeuses)",2004,2.0
"Common Wealth (Comunidad, La)",2000,2.5
Company,2011,4.5
Company Business,1991,3.5
Company Man,2000,1.5
"Company Men, The",2010,3.0
"Company You Keep, The",2012,3.8333333333333335
"Company, The",2003,3.5
Compliance,2012,5.0
Con Air,1997,2.75
Conan O'Brien Can't Stop,2011,3.5
Conan the Barbarian,2011,2.0
"Concert for George, The",2003,4.0
"Conclave, The",2006,2.0
"Condemned, The",2007,2.1
Coneheads,1993,2.75
"Confessional, The (Confessionnal, Le)",1995,4.5
Confessions (Kokuhaku),2010,4.25
Confessions of a Dangerous Mind,2002,3.5
